1_Player,2_Nation,3_Pos,4_Squad,5_Comp,6_Age,7_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xA,Expected_npxG+xA,Per 90 Minutes_xG,Per 90 Minutes_xA,Per 90 Minutes_xG+xA,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,33_Matches
Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,23-018,1999,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,24-059,1998,21,19,1696,18.8,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,24-086,1997,23,23,2016,22.4,3,0,3,0,0,6,1,0.13,0.00,0.13,0.13,0.13,1.9,1.9,0.7,2.7,0.09,0.03,0.12,0.09,0.12,Matches
Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29-363,1992,25,16,1426,15.8,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,3.5,3.5,2.0,5.5,0.22,0.13,0.35,0.22,0.35,Matches
Lucas Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,18-222,2003,22,12,1150,12.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.1,0.07,0.01,0.08,0.07,0.08,Matches
Abdoulaye Doucouré,fr FRA,MF,Everton,eng Premier League,29-073,1993,19,19,1684,18.7,2,4,2,0,0,4,0,0.11,0.21,0.32,0.11,0.32,1.9,1.9,1.4,3.3,0.10,0.08,0.18,0.10,0.18,Matches
Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,22-066,2000,25,24,2145,23.8,0,3,0,0,0,5,1,0.00,0.13,0.13,0.00,0.13,1.2,1.2,2.4,3.6,0.05,0.10,0.15,0.05,0.15,Matches
Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,21-040,2001,3,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,Matches
Kamory Doumbia,fr FRA,"MF,FW",Reims,fr Ligue 1,19-025,2003,3,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.38,0.03,0.42,0.38,0.42,Matches
Moussa Doumbia,ml MLI,"FW,DF",Reims,fr Ligue 1,27-212,1994,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,25-172,1996,19,19,1500,16.7,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.04,0.04,0.08,0.04,0.08,Matches
Kieran Dowell,eng ENG,"FW,MF",Norwich City,eng Premier League,24-156,1997,11,4,356,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.7,0.04,0.15,0.19,0.04,0.19,Matches
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,24-208,1997,7,7,556,6.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,20-040,2002,13,4,620,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.04,0.03,0.04,Matches
Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,20-040,2002,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,20-097,2001,3,1,128,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
Julian Draxler,de GER,"FW,MF",Paris S-G,fr Ligue 1,28-176,1993,17,5,534,5.9,2,1,2,0,0,0,0,0.34,0.17,0.51,0.34,0.51,1.4,1.4,1.5,2.9,0.24,0.25,0.49,0.24,0.49,Matches
Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32-360,1989,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Domingos Duarte,pt POR,DF,Granada,es La Liga,27-005,1995,12,10,896,10.0,1,0,1,0,0,4,1,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.0,0.4,0.04,0.00,0.04,0.04,0.04,Matches
Óscar Duarte,cr CRC,DF,Levante,es La Liga,32-285,1989,18,17,1438,16.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.8,0.04,0.02,0.05,0.04,0.05,Matches
Rubén Duarte,es ESP,DF,Alavés,es La Liga,26-148,1995,25,24,2058,22.9,0,3,0,0,0,10,1,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.3,1.8,0.02,0.06,0.08,0.02,0.08,Matches
Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,27-182,1994,21,19,1607,17.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.7,0.04,0.06,0.10,0.04,0.10,Matches
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,33-059,1989,16,16,1440,16.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,27-100,1994,26,18,1436,16.0,2,0,2,0,0,4,0,0.13,0.00,0.13,0.13,0.13,3.1,3.1,2.0,5.2,0.20,0.13,0.32,0.20,0.32,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,de Bundesliga,26-199,1995,20,15,1122,12.5,2,0,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,2.4,2.4,1.6,4.0,0.19,0.13,0.32,0.19,0.32,Matches
Shane Duffy,ie IRL,DF,Brighton,eng Premier League,30-073,1992,17,14,1346,15.0,1,0,1,0,0,7,0,0.07,0.00,0.07,0.07,0.07,1.3,1.3,0.1,1.4,0.08,0.01,0.09,0.08,0.09,Matches
Unai Dufur,es ESP,DF,Osasuna,es La Liga,23-073,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Denzel Dumfries,nl NED,DF,Inter,it Serie A,25-331,1996,24,13,1349,15.0,3,3,3,0,0,1,0,0.20,0.20,0.40,0.20,0.40,3.7,3.7,3.3,7.1,0.25,0.22,0.47,0.25,0.47,Matches
Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,30-170,1991,3,2,198,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,29-005,1993,23,12,1219,13.5,1,2,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,1.0,1.0,1.2,2.1,0.07,0.09,0.16,0.07,0.16,Matches
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,30-114,1991,19,19,1673,18.6,1,0,1,0,0,1,1,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05,Matches
Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29-307,1992,7,7,474,5.3,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.0,0.0,0.6,0.6,0.00,0.12,0.12,0.00,0.12,Matches
Hugo Duro,es ESP,"DF,MF",Getafe,es La Liga,22-125,1999,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.84,0.00,0.84,0.84,0.84,Matches
Hugo Duro,es ESP,"FW,MF",Valencia,es La Liga,22-125,1999,24,18,1494,16.6,6,1,6,0,0,2,1,0.36,0.06,0.42,0.36,0.42,3.6,3.6,0.7,4.3,0.22,0.04,0.26,0.22,0.26,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24-246,1997,28,24,2227,24.7,0,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,2.0,2.3,0.01,0.08,0.09,0.01,0.09,Matches
Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,28-120,1993,20,18,1445,16.1,7,5,6,1,2,2,0,0.44,0.31,0.75,0.37,0.69,6.2,4.6,3.0,7.6,0.38,0.19,0.57,0.29,0.48,Matches
Edin Džeko,ba BIH,FW,Inter,it Serie A,35-363,1986,27,20,1906,21.2,12,5,12,0,0,2,0,0.57,0.24,0.80,0.57,0.80,10.9,10.9,4.2,15.1,0.51,0.20,0.71,0.51,0.71,Matches
Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,23-004,1999,17,11,1011,11.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,26-089,1995,15,9,902,10.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
Ederson,br BRA,GK,Manchester City,eng Premier League,28-210,1993,28,28,2520,28.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
Éderson,br BRA,MF,Salernitana,it Serie A,22-251,1999,5,4,324,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,24-058,1998,23,15,1271,14.1,6,3,5,1,1,2,0,0.42,0.21,0.64,0.35,0.57,6.5,5.7,2.1,7.8,0.46,0.15,0.61,0.40,0.55,Matches
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,25-097,1996,23,18,1504,16.7,1,1,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,1.3,2.2,0.05,0.08,0.13,0.05,0.13,Matches
Lilian Egloff,de GER,"FW,MF",Stuttgart,de Bundesliga,19-207,2002,4,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.60,0.60,0.00,0.60,Matches
Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26-294,1995,10,2,305,3.4,0,1,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,0.2,0.2,0.6,0.8,0.06,0.18,0.24,0.06,0.24,Matches
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32-230,1989,22,17,1410,15.7,1,0,1,0,0,11,1,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.2,0.9,0.04,0.01,0.06,0.04,0.06,Matches
Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19-268,2002,21,14,1150,12.8,9,2,8,1,2,1,1,0.70,0.16,0.86,0.63,0.78,6.3,4.6,1.6,6.1,0.49,0.12,0.61,0.36,0.48,Matches
Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21-344,2000,18,5,644,7.2,3,0,3,0,0,1,0,0.42,0.00,0.42,0.42,0.42,1.9,1.9,0.8,2.7,0.27,0.11,0.37,0.27,0.37,Matches
Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,27-357,1994,22,15,1403,15.6,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,2.9,2.9,2.2,5.2,0.19,0.14,0.33,0.19,0.33,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19-322,2002,12,6,550,6.1,2,0,2,0,0,0,0,0.33,0.00,0.33,0.33,0.33,2.2,2.2,0.6,2.8,0.37,0.09,0.46,0.37,0.46,Matches
Alberth Elis,hn HON,"FW,MF",Bordeaux,fr Ligue 1,26-031,1996,18,14,1276,14.2,9,1,9,0,0,2,0,0.63,0.07,0.71,0.63,0.71,5.1,5.1,1.5,6.6,0.36,0.11,0.46,0.36,0.46,Matches
Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18-345,2003,5,3,282,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.22,0.10,0.32,0.22,0.32,Matches
Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,22-172,1999,29,11,1430,15.9,2,2,2,0,0,2,0,0.13,0.13,0.25,0.13,0.25,1.8,1.8,1.9,3.7,0.11,0.12,0.23,0.11,0.23,Matches
Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29-247,1992,7,1,176,2.0,0,1,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,0.0,0.0,0.2,0.2,0.01,0.08,0.09,0.01,0.09,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27-352,1994,24,19,1774,19.7,4,1,4,0,0,3,1,0.20,0.05,0.25,0.20,0.25,1.9,1.9,0.2,2.1,0.10,0.01,0.11,0.10,0.11,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,25-166,1996,23,23,2007,22.3,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,1.5,1.5,0.0,1.5,0.07,0.00,0.07,0.07,0.07,Matches
Sepe Elye Wahi,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19-072,2003,26,16,1375,15.3,7,1,7,0,0,2,0,0.46,0.07,0.52,0.46,0.52,4.7,4.7,0.9,5.6,0.31,0.06,0.37,0.31,0.37,Matches
Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,27-223,1994,22,17,1509,16.8,4,1,4,0,0,3,0,0.24,0.06,0.30,0.24,0.30,4.7,4.7,1.9,6.6,0.28,0.11,0.39,0.28,0.39,Matches
Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,29-312,1992,25,20,1651,18.3,0,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,2.8,2.8,2.2,5.0,0.15,0.12,0.27,0.15,0.27,Matches
Breel Embolo,ch SUI,FW,M'Gladbach,de Bundesliga,25-029,1997,21,16,1476,16.4,3,2,3,0,0,2,0,0.18,0.12,0.30,0.18,0.30,4.9,4.9,3.2,8.1,0.30,0.20,0.50,0.30,0.50,Matches
Emerson,br BRA,DF,Barcelona,es La Liga,23-060,1999,3,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Emerson,br BRA,DF,Tottenham,eng Premier League,23-060,1999,20,17,1496,16.6,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,1.7,2.2,0.03,0.10,0.13,0.03,0.13,Matches
Renaud Emond,be BEL,"MF,FW",Nantes,fr Ligue 1,30-100,1991,6,2,190,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24-287,1997,14,9,768,8.5,3,1,2,1,1,0,0,0.35,0.12,0.47,0.23,0.35,3.8,3.0,1.2,4.2,0.44,0.14,0.59,0.36,0.50,Matches
Keita Endo,jp JPN,"MF,FW",Union Berlin,de Bundesliga,24-113,1997,4,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.10,0.00,0.10,0.10,0.10,Matches
Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29-034,1993,26,26,2296,25.5,3,2,3,0,0,2,0,0.12,0.08,0.20,0.12,0.20,3.4,3.2,0.6,3.8,0.13,0.03,0.16,0.13,0.15,Matches
Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,30-029,1992,3,2,219,2.4,0,1,0,0,0,1,0,0.00,0.41,0.41,0.00,0.41,0.2,0.2,0.6,0.7,0.07,0.23,0.29,0.07,0.29,Matches
Martin Erlic,hr CRO,DF,Spezia,it Serie A,24-050,1998,22,22,1912,21.2,2,0,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.3,2.0,0.08,0.02,0.09,0.08,0.09,Matches
Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28-353,1993,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28-353,1993,9,7,641,7.1,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.0,0.9,0.12,0.00,0.13,0.12,0.13,Matches
Aarón Escandell,es ESP,GK,Granada,es La Liga,26-169,1995,4,3,284,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Sergio Escudero,es ESP,"DF,MF",Granada,es La Liga,32-194,1989,18,6,649,7.2,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.9,0.9,1.0,1.9,0.12,0.14,0.26,0.12,0.26,Matches
Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30-069,1992,27,27,2429,27.0,2,2,2,0,0,5,0,0.07,0.07,0.15,0.07,0.15,0.9,0.7,3.2,3.9,0.03,0.12,0.15,0.02,0.14,Matches
Michael Esser,de GER,GK,Bochum,de Bundesliga,34-113,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Estanis,es ESP,FW,Barcelona,es La Liga,18-203,2003,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19-293,2002,15,12,1129,12.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.8,0.06,0.00,0.06,0.06,0.06,Matches
Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,24-053,1998,22,14,1268,14.1,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,1.7,2.2,0.04,0.12,0.16,0.04,0.16,Matches
Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,26-126,1995,7,4,389,4.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34-071,1988,10,9,752,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,0.5,1.2,0.09,0.05,0.14,0.09,0.14,Matches
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,23-259,1998,6,1,142,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.05,0.08,0.03,0.08,Matches
Abdessamad Ezzalzouli,ma MAR,"FW,DF",Barcelona,es La Liga,20-088,2001,10,6,580,6.4,1,0,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.3,1.3,0.6,1.9,0.20,0.09,0.29,0.20,0.29,Matches
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36-331,1985,28,28,2520,28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Fabinho,br BRA,MF,Liverpool,eng Premier League,28-143,1993,21,20,1792,19.9,4,1,3,1,1,5,0,0.20,0.05,0.25,0.15,0.20,2.5,1.8,0.7,2.5,0.13,0.04,0.16,0.09,0.13,Matches
Fábio,br BRA,DF,Nantes,fr Ligue 1,31-249,1990,18,17,1211,13.5,0,1,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.6,1.2,0.05,0.04,0.09,0.05,0.09,Matches
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,34-315,1987,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.30,0.30,0.00,0.30,Matches
Wout Faes,be BEL,DF,Reims,fr Ligue 1,23-346,1998,27,27,2430,27.0,4,0,4,0,0,2,0,0.15,0.00,0.15,0.15,0.15,2.3,2.3,0.2,2.5,0.09,0.01,0.09,0.09,0.09,Matches
Wahidullah Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18-229,2003,6,0,123,1.4,1,0,1,0,0,0,0,0.73,0.00,0.73,0.73,0.73,0.4,0.4,0.0,0.4,0.31,0.00,0.31,0.31,0.31,Matches
Romain Faivre,fr FRA,FW,Lyon,fr Ligue 1,23-244,1998,6,5,490,5.4,2,0,2,0,0,0,0,0.37,0.00,0.37,0.37,0.37,1.0,1.0,0.7,1.7,0.18,0.13,0.31,0.18,0.31,Matches
Romain Faivre,fr FRA,MF,Brest,fr Ligue 1,23-244,1998,21,20,1795,19.9,7,5,2,5,5,1,0,0.35,0.25,0.60,0.10,0.35,6.2,2.4,3.4,5.8,0.31,0.17,0.48,0.12,0.29,Matches
Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,36-033,1986,17,7,666,7.4,5,0,5,0,0,1,0,0.68,0.00,0.68,0.68,0.68,2.9,2.9,0.2,3.1,0.39,0.02,0.42,0.39,0.42,Matches
Diego Falcinelli,it ITA,"FW,MF",Bologna,it Serie A,30-262,1991,4,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.57,0.00,0.57,0.57,0.57,Matches
Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26-337,1995,10,9,855,9.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Fali,es ESP,"DF,MF",Cádiz,es La Liga,28-215,1993,21,18,1359,15.1,0,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.4,0.7,0.02,0.03,0.05,0.02,0.05,Matches
Paolo Faragò,it ITA,MF,Cagliari,it Serie A,29-031,1993,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,3.04,0.00,3.04,3.04,3.04,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30-141,1991,25,23,2040,22.7,3,5,3,0,0,6,1,0.13,0.22,0.35,0.13,0.35,1.8,1.8,2.7,4.5,0.08,0.12,0.20,0.08,0.20,Matches
Mohamed Fares,dz ALG,"DF,FW",Genoa,it Serie A,26-028,1996,9,6,587,6.5,2,1,2,0,0,2,0,0.31,0.15,0.46,0.31,0.46,1.1,1.1,0.5,1.6,0.17,0.07,0.24,0.17,0.24,Matches
Diego Farias,br BRA,"MF,FW",Cagliari,it Serie A,31-309,1990,4,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches
Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,24-028,1998,6,5,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ömer Faruk Beyaz,tr TUR,"FW,DF",Stuttgart,de Bundesliga,18-198,2003,4,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.23,0.00,0.23,0.23,0.23,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Noah Fatar,fr FRA,"DF,MF",Angers,fr Ligue 1,20-028,2002,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ansu Fati,es ESP,FW,Barcelona,es La Liga,19-135,2002,5,3,213,2.4,3,0,3,0,0,0,0,1.27,0.00,1.27,1.27,1.27,1.0,1.0,0.7,1.7,0.44,0.29,0.74,0.44,0.74,Matches
Julien Faussurier,fr FRA,"DF,FW",Brest,fr Ligue 1,35-060,1987,10,1,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.15,0.15,0.00,0.15,Matches
Andrea Favilli,it ITA,FW,Genoa,it Serie A,24-302,1997,1,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34-363,1987,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.06,0.05,0.06,Matches
Aleix Febas,es ESP,MF,Mallorca,es La Liga,26-041,1996,4,1,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches
Adrian Fein,de GER,MF,Greuther Fürth,de Bundesliga,22-362,1999,3,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.06,0.09,0.15,0.06,0.15,Matches
